ID,SKU,"GTIN, UPC",Name,Description,In stock?,Weight (lbs),Sale price,Regular price,Images,product_page_url,Meta: product meta description (google),Meta: _wc_gla_mpn,Meta: _wc_gla_brand,Meta: _wc_gla_condition
17226,TFSAR-50,50150,"Fully Assembled 50' x 1-1/2"" Fire Hose Rack","Typically used in warehouse and industrial applications. Also very popular for high-rise residential projects stored in fire hose cabinets. For storage of 1½” (38mm) folded single jacket lined fire hose. Rack is attached to hose valve (or wall mounting bracket) and rack swivels 360°. Complete with positive water stop for one man use of hose (water is prevented from entering hose until the last fold is pulled away from the rack). Max. Service pressure is 150 PSI (1035 kpa).
\n
\n50'  Fire Hose
\nNozzle
\nSwing Rack
\nNozzle Holder
\nNPSH Threads for direct connection to gate valve",in_stock,6,,$204.00,https://teslafiresystems.com/wp-content/uploads/2025/02/Hose-Assembled-on-Rack.jpg,https://teslafiresystems.com/product/fully-assembled-50-x-1-1-2-fire-hose-rack/,,,,
17246,TSFSH-6,1111,Sprinkler Head Cabinet - 6 Heads,This cabinet will hold up to 6 heads and a wrench. Each cabinet is constructed from steel with a Automotive Grade Powder Coated finish and accommodates 1/2” and 3/4” heads as well as most sprinkler wrenches. Pre-drilled rear mounting holes for easy wall mounting.,in_stock,5,$16.20,$30.00,https://teslafiresystems.com/wp-content/uploads/2025/12/shc1.png,https://teslafiresystems.com/product/sprinkler-head-cabinet-6-heads/,,1119,TESLA FIRE SYSTEMS,new
17249,TSFW-15,560006387,Sprinkler Wrench for 1/2” Heads,"A durable, purpose-built wrench designed for safe and efficient installation or removal of 1/2” fire sprinkler heads. Its precision-cut opening fits standard sprinkler profiles securely, reducing the risk of slippage or damage to the head during service. Made from heavy-duty, corrosion-resistant steel, this tool provides reliable torque and long service life. Ideal for technicians, installers, and maintenance personnel who need a dependable, job-ready sprinkler tool.",in_stock,1.2,$126.40,$185.00,https://teslafiresystems.com/wp-content/uploads/2025/12/RS_SPWR.png,https://teslafiresystems.com/product/sprinkler-head-wrench-for-1-2/,,560006387,TESLA FIRE SYSTEMS,new
17255,C270,,6 Litre (1.75g) Class AC Deionized Water Mist Extinguisher - Amerex C270,"WATER MIST is the ultimate extinguisher for Class A fires and for locations where potential Class C (electrical) hazards exist. The fine spray from the unique misting nozzle provides safety from electrical shock, greatly enhances the cooling and soaking characteristics of the agent, and reduces scattering of burning materials. The Amerex Water Mist extinguishers contain deionized water (sold separately) making them the best extinguishers for protection of hospital environments, telecommunication facilities, and “clean room” manufacturing facilities. The Amerex Water Mist extinguishers are easy to use, maintain, and service. Nonmagnetic construction
\ntested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket)
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li style=""font-weight: 400;"" aria-level=""1""><b>All Fire extinguishers come with a 5 Year Manufacturer's Warranty.</b></li>
\n 	<li style=""font-weight: 400;"" aria-level=""1""><b>Certification Tag is available and is an extra fee.</b></li>
\n 	<li><strong>Tested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket).</strong></li>
\n 	<li><strong>Ships Charged and Ready to use with Amerex 670 – Deionized Water.</strong></li>
\n 	<li><strong>Ideal for: </strong>hospital environments, telecommunication facilities, and “clean room” manufacturing facilities</li>
\n 	<li data-start=""447"" data-end=""466""><strong>Multi-Purpose Protection</strong>: Effective on Class A (wood, paper, cloth) &amp; Class C (Electrical Equipment)</li>
\n 	<li data-start=""625"" data-end=""713""><strong data-start=""627"" data-end=""651"">Powerful Performance</strong>: UL/ULC Rating of 2A:C for superior fire suppression.</li>
\n 	<li data-start=""714"" data-end=""808""><strong data-start=""716"" data-end=""734"">Capacity &amp; Range</strong>: 6 Liters (1.75g) capacity, 10-12 ft range, 72-second discharge time.</li>
\n 	<li><strong>Certified &amp; Compliant: </strong>Manufactured &amp; tested to exceed CAN/ULC-S554 – UL 8 &amp; CAN/ULC-S508 – UL 711. Complies to NFPA 10 standard.</li>
\n 	<li><strong>Includes: </strong>Non-Metallic Wall Hook</li>
\n</ul>",in_stock,10,$420.00,$475.00,https://teslafiresystems.com/wp-content/uploads/2025/12/c270__28678.jpg,https://teslafiresystems.com/product/6-litre-1-75g-class-ac-deionized-water-mist-extinguisher-amerex-c270/,"Low Prices - WATER MIST is the ultimate extinguisher for Class A fires and for locations where potential Class C (electrical) hazards exist. Best extinguishers for protection of hospital environments, telecommunication facilities, and ?clean room? manufacturing facilities.",,,
17260,C272,850026795363,9 Litre (2.5g) Class AC Deionized Water Mist Extinguisher - Amerex C272,"WATER MIST is the ultimate extinguisher for Class A fires and for locations where potential Class C (electrical) hazards exist. The fine spray from the unique misting nozzle provides safety from electrical shock, greatly enhances the cooling and soaking characteristics of the agent, and reduces scattering of burning materials. The Amerex Water Mist extinguishers contain deionized water (sold separately) making them the best extinguishers for protection of hospital environments, telecommunication facilities, and “clean room” manufacturing facilities. The Amerex Water Mist extinguishers are easy to use, maintain, and service. Nonmagnetic construction
\ntested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket)
\n
\n<strong>Key Features:</strong>
\n<ul>
\n 	<li style=""font-weight: 400;"" aria-level=""1""><b>All Fire extinguishers come with a 6 Year Manufacturer's Warranty.</b></li>
\n 	<li style=""font-weight: 400;"" aria-level=""1""><b>Certification Tag is available and is an extra fee.</b></li>
\n 	<li><strong>Tested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket).</strong></li>
\n 	<li><strong>Ships Uncharged - Additional $85.00 to be charged with Amerex 671 Deionized Water.</strong></li>
\n 	<li><strong>Ideal for: </strong>hospital environments, telecommunication facilities, and “clean room” manufacturing facilities.</li>
\n 	<li data-start=""447"" data-end=""466""><strong>Multi-Purpose Protection</strong>: Effective on Class A (wood, paper, cloth) &amp; Class C (Electrical Equipment).</li>
\n 	<li data-start=""625"" data-end=""713""><strong data-start=""627"" data-end=""651"">Powerful Performance</strong>: UL/ULC Rating of 2A:C for superior fire suppression.</li>
\n 	<li data-start=""714"" data-end=""808""><strong data-start=""716"" data-end=""734"">Capacity &amp; Range</strong>: 9 Liters (2.5g) capacity, 10-12 ft range, 80-second discharge time.</li>
\n 	<li><strong>Certified &amp; Compliant: </strong>Manufactured &amp; tested to exceed CAN/ULC-S554 – UL 8 &amp; CAN/ULC-S508 – UL 711. Complies to NFPA 10 standard. Tested for use in 11.7 Tesla MRI Facilities.</li>
\n 	<li><strong>Includes: </strong>Non-Metallic Wall Hook.</li>
\n</ul>",in_stock,10,$450.00,$500.00,https://teslafiresystems.com/wp-content/uploads/2025/12/c272__03426.jpg,https://teslafiresystems.com/product/amerex-c272-9l-2-5g-deionized-water-mist/,Low Prices - WATER MIST is the ultimate extinguisher for Class A fires and for locations where potential Class C (electrical) hazards exist. Tested by an independent agency for use in MRI facilities to 11.7 Tesla (including wall hanger bracket),,,
17262,551,,Amerex 551 HT Series | 12.5 lb Halotron BrX | Clean Agent Fire Extinguisher with Hose | 2A:10BC,"<p class=""isSelectedEnd"">The <strong>Amerex 551 HT Series</strong> is a high-capacity <strong>12.5 lb Halotron® BrX (2-BTP) Clean Agent Fire Extinguisher</strong> designed to protect sensitive electronics, electrical equipment, and valuable assets without leaving residue or causing collateral damage associated with traditional dry chemical extinguishers.</p>
\nFeaturing a <strong>2A:10BC UL / ULC fire rating</strong>, the Model 551 provides additional Class A fire protection while maintaining excellent performance on <strong>Class B (flammable liquids)</strong> and <strong>Class C (energized electrical)</strong> fires. The clean agent rapidly suppresses fires, evaporates after discharge, and leaves no residue, making it ideal for data centers, server rooms, telecommunications facilities, healthcare environments, museums, laboratories, electrical control rooms, clean manufacturing facilities, and other mission-critical applications. Manufactured in the USA, the Model 551 features a durable steel cylinder, flexible discharge hose, stored-pressure design, a <strong>6-Year Manufacturer Warranty</strong>, and a <strong>12-Year Service Life</strong>.
\n
\n<hr />
\n
\n<h4>Aviation Applications</h4>
\n<p class=""isSelectedEnd"">The <strong>Amerex 551 HT Series</strong> is recommended for aviation maintenance and airport support environments requiring high-capacity clean agent fire protection.</p>
\n
\n<h6>Ground Support Applications</h6>
\n<ul data-spread=""false"">
\n 	<li>Airport Ground Support Equipment (GSE)</li>
\n 	<li>Aircraft Maintenance Facilities</li>
\n 	<li>Airport Ramp Operations</li>
\n 	<li>Aircraft Hangars</li>
\n 	<li>Fixed Base Operators (FBOs)</li>
\n 	<li>Maintenance, Repair &amp; Overhaul (MRO) Facilities</li>
\n 	<li>Aircraft Service Equipment</li>
\n 	<li>Avionics Workshops</li>
\n 	<li>Airport Service Vehicles</li>
\n</ul>
\n<h6>In-Flight Use</h6>
\n<ul data-spread=""false"">
\n 	<li><strong>The Amerex 551 HT Series is NOT FAA approved for onboard commercial aircraft installation.</strong></li>
\n 	<li>Designed for aviation ground support operations, aircraft maintenance facilities, and delicate electronic environments where clean, residue-free fire suppression is required.</li>
\n</ul>
\n
\n<hr />
\n
\n<h6>Key Features</h6>
\n<ul data-spread=""false"">
\n 	<li>Halotron® BrX (2-BTP) Clean Agent</li>
\n 	<li>2A:10BC UL / ULC Fire Rating</li>
\n 	<li>Residue-Free Fire Suppression</li>
\n 	<li>Safe for Sensitive Electronics</li>
\n 	<li>Class A, Class B &amp; Class C Fire Protection</li>
\n 	<li>Flexible Hose &amp; Nozzle</li>
\n 	<li>Non-Conductive Agent</li>
\n 	<li>Non-Corrosive Fire Suppressant</li>
\n 	<li>Durable Steel Cylinder</li>
\n 	<li>All-Metal Valve Construction</li>
\n 	<li>Stored-Pressure Design</li>
\n 	<li>High-Gloss Polyester Powder-Coated Finish</li>
\n 	<li>Low Global Warming Potential (Low GWP)</li>
\n 	<li>Very Low Ozone Depletion Potential (Low ODP)</li>
\n 	<li>No Thermal or Static Shock</li>
\n 	<li>QR-Coded Multilingual Label</li>
\n 	<li>6-Year Manufacturer Warranty</li>
\n 	<li>12-Year Service Life</li>
\n 	<li>Operating Temperature: -40°F to 120°F (-40°C to 49°C)</li>
\n</ul>
\n<h6>Technical Specifications</h6>
\n<ul data-spread=""false"">
\n 	<li><strong>Manufacturer:</strong> Amerex</li>
\n 	<li><strong>Series:</strong> HT Series</li>
\n 	<li><strong>Model:</strong> 551</li>
\n 	<li><strong>Part Number:</strong> 28084</li>
\n 	<li><strong>Agent:</strong> Halotron® BrX (2-BTP)</li>
\n 	<li><strong>Fire Rating:</strong> 2A:10B</li>
\n 	<li><strong>Capacity:</strong> 12.5 lb (5.67 kg)</li>
\n 	<li><strong>Cylinder Material:</strong> Steel</li>
\n 	<li><strong>Valve Type:</strong> Anodized Aluminum</li>
\n 	<li><strong>Design:</strong> Hose &amp; Nozzle</li>
\n 	<li><strong>Discharge Time:</strong> 16 Seconds</li>
\n 	<li><strong>Effective Range:</strong> 15–17 ft (4.57–5.18 m)</li>
\n 	<li><strong>Operating Pressure:</strong> 150 PSIG</li>
\n 	<li><strong>Minimum Confined Space:</strong> 2,988 ft³ (84.6 m³)</li>
\n 	<li><strong>Included Bracket:</strong> Wall Bracket</li>
\n 	<li><strong>Warranty:</strong> 6 Years</li>
\n 	<li><strong>Service Life:</strong> 12 Years</li>
\n</ul>
\n<h6>Ideal Applications</h6>
\n<ul data-spread=""false"">
\n 	<li>Data Centers</li>
\n 	<li>Server Rooms</li>
\n 	<li>Computer Rooms</li>
\n 	<li>Telecommunications Facilities</li>
\n 	<li>Network Operations Centers (NOC)</li>
\n 	<li>Electrical Control Rooms</li>
\n 	<li>UPS &amp; Battery Rooms</li>
\n 	<li>Laboratories</li>
\n 	<li>Healthcare Facilities</li>
\n 	<li>Museums &amp; Archives</li>
\n 	<li>Clean Manufacturing</li>
\n 	<li>Pharmaceutical Facilities</li>
\n 	<li>Industrial Control Systems</li>
\n 	<li>Airport Ground Support Equipment</li>
\n 	<li>Aircraft Maintenance Facilities</li>
\n 	<li>Airport Hangars</li>
\n 	<li>Avionics Workshops</li>
\n 	<li>Commercial Buildings</li>
\n 	<li>Mission-Critical Infrastructure</li>
\n 	<li>High-Value Electronic Equipment</li>
\n</ul>",in_stock,19.88,"$2,000.00","$2,775.00",https://teslafiresystems.com/wp-content/uploads/2025/12/Amerex-HT-Series-551.png,https://teslafiresystems.com/product/amerex-551-12-5-lbs-halotron-brx-clean-agent/,"Low Prices - HT-Series can safely put out fires without damaging electronic equipment, specialized machinery, or other delicate materials. That also means that there is no clean-up or down time for your operations. Industries such as health care, clean manufacturing, data processing centers, and museums would all benefit from the HT Series.",551,Amerex,
17266,HDVB-1-17266,,Strike First 5lb Heavy Duty Vehicle Bracket - HDVB-1,"The Strike First HDVB-1 is a Heavy Duty Vehicle Bracket meant for 5lb (4"" – 4 3/4""  diameter) Strike First Dry Chemical Fire Extinguishers. Equipped with a Strap style Steel Clamp and a Stainless Steel pull pin to ensure the Fire Extinguisher is secure in any situation. Complete with a an Automotive Grade Powder Coat finish resist corrosion in even the toughest weather. Made in Canada with Canadian Materials. US Coast Guard (USCG) Approved bracket",in_stock,3,,$85.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Strike-First-HDVB.png,https://teslafiresystems.com/product/strike-first-5lb-heavy-duty-vehicle-bracket-hdvb-1/,,HDVB-1,Strike First,new
17268,HDVB-2-17268,,Strike First 10lb Dry Chemical & 5lb CO2 Heavy Duty Vehicle Bracket - HDVB-2,"The Strike First HDVB-2 is a Heavy Duty Vehicle Bracket. Designed for 10lb (5"" – 6""  diameter) Strike First Dry Chemical &amp; 5lb CO2 Fire Extinguishers. Equipped with a Strap style Steel Clamp and a Stainless Steel pull pin to ensure the Fire Extinguisher is secure in any situation. Complete with a an Automotive Grade Powder Coat finish resist corrosion in even the toughest weather. Made in Canada with Canadian Materials. US Coast Guard (USCG) Approved bracket",in_stock,4,,$90.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Strike-First-HDVB.png,https://teslafiresystems.com/product/strike-first-5lb-heavy-duty-vehicle-bracket-hdvb-2/,,HDVB-2,Strike First,new
17273,SF-5CO2,627146146180,Strike First 5lb CO2 | UL/ULC Approved | USCG Approved,"The Strike First 5lb CO2 extinguisher is an effective solution for fighting Class B and Class C fires, including flammable liquids and electrically non-conductive fires. It releases CO2 as a white cloud of “snow,” suffocating the fire by displacing oxygen. This clean, odorless gas leaves no residue, making it ideal for use in sensitive environments like automobiles, computer rooms, and areas with electrical equipment.
\n
\nKey Features:
\n<ul>
\n 	<li><strong><span class=""cf0"">All Fire extinguishers sold by Tesla Fire Systems, can be fully certified by our technicians.</span></strong></li>
\n 	<li><strong>Made in Canada with Canadian Materials.</strong></li>
\n 	<li data-start=""447"" data-end=""466""><strong>Multi-Purpose Protection</strong>: Effective on Class B (flammable liquids) &amp; Class C (electrical equipment)</li>
\n 	<li data-start=""625"" data-end=""713""><strong data-start=""627"" data-end=""651"">Powerful Performance</strong>: UL/ULC Rating of 5B:C for superior fire suppression.</li>
\n 	<li data-start=""714"" data-end=""808""><strong data-start=""716"" data-end=""734"">Capacity &amp; Range</strong>: 5lb capacity, 6-12 ft range, 11-second discharge time</li>
\n 	<li data-start=""899"" data-end=""999""><strong data-start=""901"" data-end=""919"">Durable Design</strong>: Built to withstand extreme temperatures from -22°F to 120°F (-30°C to 49°C).</li>
\n 	<li><strong>Certified &amp; Compliant: </strong>Manufactured &amp; tested to exceed ANSI/UL 154, 711 &amp; CAN/ULC-S503, S508. Complies to NFPA 10 standard. DOT Approved Cylinder</li>
\n 	<li><strong>USCG Approved:</strong> when used on Appropriate Bracket</li>
\n 	<li><strong>Included Bracket: </strong>Hook Style Wall Bracket</li>
\n 	<li><strong>Optional Bracket:</strong> HDVB-2</li>
\n</ul>",in_stock,13.25,$194.75,$285.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Untitled-June-16-2026-at-15.54.57.png,https://teslafiresystems.com/product/strike-first-5lb-co2-fire-extinguisher/,,SF-5CO2,Strike First,new
17275,HDVB-3-17275,,Strike First 20lb Dry Chemical & 10lb-15lb CO2 Heavy Duty Vehicle Bracket - HDVB-3,"The Strike First HDVB-3 is a Heavy Duty Vehicle Bracket. Designed for 20lb (6 1/4 ""– 7 1/8"" diameter) Strike First Dry Chemical &amp; 10lb-15lb CO2 Fire Extinguishers. Equipped with a Strap style Steel Clamp and a Stainless Steel pull pin to ensure the Fire Extinguisher is secure in any situation. Complete with a an Automotive Grade Powder Coat finish resist corrosion in even the toughest weather. Made in Canada with Canadian Materials. US Coast Guard (USCG) Approved bracket",in_stock,5,,$95.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Strike-First-HDVB.png,https://teslafiresystems.com/product/strike-first-5lb-heavy-duty-vehicle-bracket-hdvb-3/,,HDVB-3,Strike First,new
17277,HDVB-4-17277,,Strike First 30lb Dry Chemical Heavy Duty Vehicle Bracket - HDVB-4,"The Strike First HDVB-4 is a Heavy Duty Vehicle Bracket. Designed for 30lb (6 1/4 ""– 7 1/8"" diameter) Strike First Dry Chemical Fire Extinguishers. Equipped with a Strap style Steel Clamp and a Stainless Steel pull pin to ensure the Fire Extinguisher is secure in any situation. Complete with a an Automotive Grade Powder Coat finish resist corrosion in even the toughest weather. Made in Canada with Canadian Materials. US Coast Guard (USCG) Approved bracket",in_stock,5,,$150.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Strike-First-HDVB.png,https://teslafiresystems.com/product/strike-first-30lb-dry-chemical-heavy-duty-vehicle-bracket-hdvb-4/,,HDVB-4,Strike First,new
17322,B500X4,,Amerex B500X - 5lb ABC Multi-Purpose Fire Extinguisher - 4 Pack,"<strong data-start=""211"" data-end=""251"">Versatile. Compliant. Built to Last.</strong><br data-start=""251"" data-end=""254"" />Stay protected across all fire risks with this dependable multi-purpose fire extinguisher designed to tackle <strong data-start=""363"" data-end=""453"">Class A (ordinary combustibles), Class B (flammable liquids), and Class C (electrical)</strong> fires. The extinguishing agent—a siliconized monoammonium phosphate—melts at 350°F, creating a protective barrier on Class A materials, halting chemical reactions in Class B fires, and delivering safe, non-conductive suppression for Class C scenarios.
\n<h4 data-start=""707"" data-end=""728"">Key Features:</h4>
\n<ul>
\n 	<li data-start=""707"" data-end=""728""><b>All Fire extinguishers come with a 6 Year Manufacturer’s Warranty.</b></li>
\n 	<li data-start=""707"" data-end=""728""><b style=""font-style: inherit"">Certification Tag is available and is an extra fee.</b></li>
\n 	<li data-start=""707"" data-end=""728""><strong style=""font-size: 16px"" data-start=""731"" data-end=""758"">CAN/ULC Rating: 3A:10BC</strong><span style=""font-size: 16px""> – Meets and exceeds Ministry of Labor standards for construction and industrial sites.</span></li>
\n 	<li data-start=""707"" data-end=""728""><strong style=""font-size: 16px"">Heavy-Duty Construction</strong><span style=""font-size: 16px""> – Steel cylinder with rugged all-metal valve ensures durability in demanding environments.</span></li>
\n 	<li data-start=""707"" data-end=""728""><strong style=""font-size: 16px"" data-start=""1190"" data-end=""1215"">Wall Bracket Included</strong><span style=""font-size: 16px""> – For quick, visible access in high-risk areas.</span></li>
\n 	<li data-start=""707"" data-end=""728""><strong style=""font-size: 16px"" data-start=""1266"" data-end=""1292"">Multi-Pack Convenience</strong><span style=""font-size: 16px""> – Bundle of 4 extinguishers, ideal for facilities, job sites, or multi-zone compliance needs.</span></li>
\n 	<li data-start=""707"" data-end=""728""><strong>Certification Note: </strong><span style=""font-weight: 400"">Certification tags are required for Commercial / Insurance compliance (Call Tesla Fire office for pricing).</span></li>
\n</ul>",in_stock,38,$297.00,$360.00,https://teslafiresystems.com/wp-content/uploads/2025/12/4-Pack-Amerex-5lb.png,https://teslafiresystems.com/product/amerex-b500x-5lb-abc-multi-purpose-fire-extinguisher-4-pack/,,,,
17332,B500X5,,Amerex B500X - 5lb ABC Multi-Purpose Fire Extinguisher - 5 Pack,"<strong data-start=""211"" data-end=""251"">Versatile. Compliant. Built to Last.</strong><br data-start=""251"" data-end=""254"" />Stay protected across all fire risks with this dependable multi-purpose fire extinguisher designed to tackle <strong data-start=""363"" data-end=""453"">Class A (ordinary combustibles), Class B (flammable liquids), and Class C (electrical)</strong> fires. The extinguishing agent—a siliconized monoammonium phosphate—melts at 350°F, creating a protective barrier on Class A materials, halting chemical reactions in Class B fires, and delivering safe, non-conductive suppression for Class C scenarios.
\n<h4 data-start=""707"" data-end=""728"">Key Features:</h4>
\n<ul>
\n 	<li data-start=""707"" data-end=""728""><b>All Fire extinguishers come with a 6 Year Manufacturer’s Warranty.</b></li>
\n 	<li data-start=""707"" data-end=""728""><b>Certification Tag is available and is an extra fee.</b></li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""731"" data-end=""758"">CAN/ULC Rating: 3A:10BC</strong> – Meets and exceeds Ministry of Labor standards for construction and industrial sites.</li>
\n 	<li data-start=""707"" data-end=""728""><strong>Heavy-Duty Construction</strong> – Steel cylinder with rugged all-metal valve ensures durability in demanding environments.</li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""1190"" data-end=""1215"">Wall Bracket Included</strong> – For quick, visible access in high-risk areas.</li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""1266"" data-end=""1292"">Multi-Pack Convenience</strong> –Bundle of 5 extinguishers, ideal for facilities, or multi-residential needs.</li>
\n 	<li data-start=""707"" data-end=""728""><strong>Certification Note: </strong>Certification tags are required for Commercial / Insurance compliance (Call Tesla Fire office for pricing).</li>
\n</ul>",in_stock,47,$372.50,$440.00,https://teslafiresystems.com/wp-content/uploads/2025/12/5-Pack-Amerex-5lb-Fire-Extinguisher.png,https://teslafiresystems.com/product/amerex-b500x-5lb-abc-multi-purpose-fire-extinguisher-5-pack/,,,,
17335,B500X6,,Amerex B500X - 5lb ABC Multi-Purpose Fire Extinguisher - 6 Pack,"<strong data-start=""211"" data-end=""251"">Versatile. Compliant. Built to Last.</strong><br data-start=""251"" data-end=""254"" />Stay protected across all fire risks with this dependable multi-purpose fire extinguisher designed to tackle <strong data-start=""363"" data-end=""453"">Class A (ordinary combustibles), Class B (flammable liquids), and Class C (electrical)</strong> fires. The extinguishing agent—a siliconized monoammonium phosphate—melts at 350°F, creating a protective barrier on Class A materials, halting chemical reactions in Class B fires, and delivering safe, non-conductive suppression for Class C scenarios.
\n<h4 data-start=""707"" data-end=""728"">Key Features:</h4>
\n<ul>
\n 	<li data-start=""707"" data-end=""728""><b>All Fire extinguishers come with a 6 Year Manufacturer’s Warranty.</b></li>
\n 	<li data-start=""707"" data-end=""728""><b>Certification Tag is available and is an extra fee.</b></li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""731"" data-end=""758"">CAN/ULC Rating: 3A:10BC</strong> – Meets and exceeds Ministry of Labor standards for construction and industrial sites.</li>
\n 	<li data-start=""707"" data-end=""728""><strong>Heavy-Duty Construction</strong> – Steel cylinder with rugged all-metal valve ensures durability in demanding environments.</li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""1190"" data-end=""1215"">Wall Bracket Included</strong> – For quick, visible access in high-risk areas.</li>
\n 	<li data-start=""707"" data-end=""728""><strong data-start=""1266"" data-end=""1292"">Multi-Pack Convenience</strong> –Bundle of 6 extinguishers, ideal for facilities, or multi-residential needs.</li>
\n 	<li data-start=""707"" data-end=""728""><strong>Certification Note: </strong>Certification tags are required for Commercial / Insurance compliance (Call Tesla Fire office for pricing).</li>
\n</ul>",in_stock,56,$443.00,$530.00,https://teslafiresystems.com/wp-content/uploads/2025/12/B500X-6-Pack.png,https://teslafiresystems.com/product/amerex-b500x-5lb-abc-multi-purpose-fire-extinguisher-6-pack/,,,Amerex,new
17354,SF-10CO2A,002-100,Strike First 10lb CO2 | UL/ULC Approved | USCG Approved,"The Strike First 10lb CO2 extinguisher is an effective solution for fighting Class B and Class C fires, including flammable liquids and electrically non-conductive fires. It releases CO2 as a white cloud of “snow,” suffocating the fire by displacing oxygen. This clean, odorless gas leaves no residue, making it ideal for use in sensitive environments like automobiles, computer rooms, and areas with electrical equipment.",in_stock,28,$320.00,$330.00,https://teslafiresystems.com/wp-content/uploads/2025/12/Untitled-1.png,https://teslafiresystems.com/product/strike-first-10lb-co2-ul-ulc-approved-uscg-approved/,,SF-10CO2A,Strike First,new
17530,21031518,0-4787131518-5,Kidde DETECT – Battery Operated Photoelectric Smoke & CO w/10 Year Sealed Battery - NO VOICE ALERT (30CUD10-CA),"This alarm offers a modern 5″ design ideal for all living spaces. Cutting edge technology sends fast alerts that give your family more time to get out safely and enhanced sensing technology reduces false alarms often caused by cooking.
\n<ul>
\n 	<li><strong>Worry-Free 10-Year Battery Backup:</strong> No battery changes for 10 years.† Avoids inconvenient battery replacements and saves up to $40 over the life of the device.</li>
\n 	<li><strong>Double the Detection:</strong> Alerts you to both smoke &amp; carbon monoxide (CO) using a single, cost-effective device.
\nThis product has <strong>NO VOICE ALERTS</strong></li>
\n</ul>
\n<div class=""card-title h3 animate-content"">
\n
\n<strong>NO LOW BATTERY CHIRPS</strong>
\n
\n</div>
\n<div class=""card-text animate-content"">
\n
\nThis alarm beeps to remind you it’s time to replace it 10 years after it is powered.
\n<div class=""card-title h3 animate-content"">
\n
\n<strong>REDUCED NUISANCE ALARMS</strong>
\n
\n</div>
\n<div class=""card-text animate-content"">
\n
\nReduces false alarms often caused by cooking.
\n<div class=""card-title h3 animate-content"">
\n
\n<strong>SELF-TESTING</strong>
\n
\n</div>
\n<div class=""card-text animate-content"">
\n
\nInternal components ensure alarm is always operating as expected.**
\n
\n</div>
\n</div>
\n</div>",in_stock,1.2,$69.00,$80.58,https://teslafiresystems.com/wp-content/uploads/2026/01/image-1.png,https://teslafiresystems.com/product/kidde_no-voice-alert-30cud10-ca/,,30CUD10-CA,Kidde,new
17535,21032239,47871322398,Kidde Quick Connect Alarm Adapter,"The Kidde Quick Connect Wiring Adapter for Hardwired Smoke and Combination Detectors connects a new Kidde smoke or combination detector with other Kidde hardwired alarms easily, without having to strip wires or use wiring nuts. Kidde wiring adapters create a quick and easy installation experience for hardwired detectors.",in_stock,1.2,$5.50,$9.00,"https://teslafiresystems.com/wp-content/uploads/2026/01/20-9003_f.jpg, https://teslafiresystems.com/wp-content/uploads/2026/01/20-9003_atf_07.jpg, https://teslafiresystems.com/wp-content/uploads/2026/01/20-9003_atf_05.jpg, https://teslafiresystems.com/wp-content/uploads/2026/01/20-9003_atf_03.jpg",https://teslafiresystems.com/product/kidde-quick-connect-alarm-adapter/,,20-9003,Kidde,new
17541,A142,142,AUTOMATIC SPRINKLER VALVE CONTROL - Aluminum Sign,"<p data-start=""324"" data-end=""678""><strong>Ensure critical fire protection components are clearly identified with this </strong><strong data-start=""400"" data-end=""451"">Automatic Sprinkler Valve Control Aluminum Sign</strong><strong>. This sign provides a clear, bold warning that the valve controls the automatic sprinkler system and must remain open at all times—helping prevent accidental shutdowns that could compromise life safety and property protection.</strong></p>\n<p data-start=""680"" data-end=""989""><strong>Manufactured from </strong><strong data-start=""698"" data-end=""718"">durable aluminum</strong><strong>, the sign is suitable for indoor and outdoor use, resisting corrosion, moisture, and general wear. The </strong><strong data-start=""822"" data-end=""875"">high-contrast red background with white lettering</strong><strong> ensures excellent visibility in mechanical rooms, valve rooms, stairwells, and other sprinkler control locations.</strong></p>\n<p data-start=""991"" data-end=""1278""><strong>Pre-drilled mounting holes allow for quick and secure installation on walls, doors, or near valve assemblies. This sign supports compliance with common fire code and inspection requirements and is widely used in </strong><strong data-start=""1203"" data-end=""1277"">commercial, industrial, institutional, and multi-residential buildings</strong><strong>.</strong></p>\n<p data-start=""1280"" data-end=""1397""><strong>Bottom line: this is not decorative—it’s a </strong><strong data-start=""1323"" data-end=""1366"">code-driven, safety-critical identifier</strong><strong> that inspectors expect to see.</strong></p>",in_stock,0.5,,$12.00,https://teslafiresystems.com/wp-content/uploads/2026/01/A142.png,https://teslafiresystems.com/product/automatic-sprinkler-valve-control-aluminum-sign/,,A142,Tesla Fire Systems,new
